array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
677,7,3pl3:Bayes:DEC:Bayes,1475,9,9,1,1Y,2,0,1EN,1,0,0.0142857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1476,12,12,1,1Y,2,0,1EN,1,0,0.0142857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1477,18,18,3,1Y,2,3,1Y,0,0,0.442857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1478,9,9,1,1Y,2,1,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1479,3,3,0,1N,2,0,1TN,1,0,NA,0
677,7,3pl3:Bayes:DEC:Bayes,1480,15,15,2,1Y,2,0,1EN,1,0,0.0142857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1481,15,15,2,1Y,2,2,1Y,0,0,0.442857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1482,12,12,1,1Y,2,1,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1483,15,15,2,1Y,2,2,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1484,15,15,2,1Y,2,2,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1485,15,15,3,1Y,2,3,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1486,15,15,3,1Y,2,3,1Y,0,0,0.442857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1487,12,12,2,1Y,2,2,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1488,21,21,5,1Y,2,5,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1489,12,12,2,1Y,2,2,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1490,18,18,2,1Y,2,2,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1491,18,18,1,1Y,2,1,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1492,15,15,2,1Y,2,2,1Y,0,0,0.3,6
677,7,3pl3:Bayes:DEC:Bayes,1493,9,9,1,1Y,2,0,1EN,1,0,0.0142857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1494,18,18,3,1Y,2,3,1Y,0,0,0.157142857142857,6
677,7,3pl3:Bayes:DEC:Bayes,1495,21,21,4,1Y,2,4,1Y,0,0,0.442857142857143,6
677,7,3pl3:Bayes:DEC:Bayes,1496,9,9,1,1Y,2,1,1Y,0,0,0.157142857142857,6
677,7,3pl3:none:DEC:Bayes,1475,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1476,12,12,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1477,18,18,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1478,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1479,3,3,0,1N,2,0,1TN,1,0,NA,0
677,7,3pl3:none:DEC:Bayes,1480,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1481,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1482,12,12,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1483,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1484,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1485,15,15,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1486,15,15,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1487,12,12,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1488,21,21,5,1Y,2,5,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1489,12,12,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1490,18,18,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1491,18,18,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1492,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1493,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1494,18,18,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1495,21,21,4,1Y,2,4,1Y,0,0,NA,6
677,7,3pl3:none:DEC:Bayes,1496,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1475,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1476,12,12,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1477,18,18,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1478,9,9,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1479,3,3,0,1N,2,0,1TN,1,0,NA,0
677,7,3pl3:none:DEC:BIsoReg,1480,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1481,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1482,12,12,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1483,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1484,15,15,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1485,15,15,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1486,15,15,3,1Y,2,3,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1487,12,12,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1488,21,21,5,1Y,2,5,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1489,12,12,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1490,18,18,2,1Y,2,2,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1491,18,18,1,1Y,2,1,1Y,0,0,NA,6
677,7,3pl3:none:DEC:BIsoReg,1492,15,15,2,1Y,2,2,1Y,0,0,NA,6
