array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
521,1,3pl3:Bayes:DEC:Bayes,1145,18,18,3,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1146,24,24,4,1Y,4,4,1Y,1,4,0.442857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1147,15,15,2,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1148,24,24,4,1Y,4,4,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1149,18,18,2,1Y,4,2,1Y,0,4,0.157142857142857,6
521,1,3pl3:Bayes:DEC:Bayes,1150,24,24,4,1Y,4,4,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1151,15,15,2,1Y,4,2,1Y,0,4,0.442857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1152,24,24,5,1Y,4,5,1Y,0,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1153,18,18,3,1Y,4,3,1Y,1,4,0.442857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1154,6,6,0,1N,4,0,1TN,0,4,NA,0
521,1,3pl3:Bayes:DEC:Bayes,1155,9,9,1,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1156,9,9,1,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1157,18,18,4,1Y,4,4,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1158,15,15,3,1Y,4,3,1Y,1,4,0.585714285714286,6
521,1,3pl3:Bayes:DEC:Bayes,1159,18,18,3,1Y,4,3,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1160,24,24,3,1Y,4,3,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1161,15,15,2,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1162,15,15,2,1Y,4,2,1Y,0,4,0.442857142857143,6
521,1,3pl3:Bayes:DEC:Bayes,1163,18,18,3,1Y,4,3,1Y,1,4,0.3,6
521,1,3pl3:Bayes:DEC:Bayes,1164,15,15,3,1Y,4,3,1Y,1,4,0.157142857142857,6
521,1,3pl3:Bayes:DEC:Bayes,1165,18,18,3,1Y,4,3,1Y,1,4,0.157142857142857,6
521,1,3pl3:Bayes:DEC:Bayes,1166,21,21,3,1Y,4,0,1EN,0,4,0.0142857142857143,6
521,1,3pl3:none:DEC:Bayes,1145,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1146,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1147,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1148,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1149,18,18,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1150,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1151,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1152,24,24,5,1Y,4,5,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1153,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1154,6,6,0,1N,4,0,1TN,0,4,NA,0
521,1,3pl3:none:DEC:Bayes,1155,9,9,1,1Y,4,1,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1156,9,9,1,1Y,4,1,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1157,18,18,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1158,15,15,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1159,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1160,24,24,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1161,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1162,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:Bayes,1163,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1164,15,15,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1165,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:Bayes,1166,21,21,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1145,18,18,3,1Y,4,3,1Y,1,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1146,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1147,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1148,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1149,18,18,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1150,24,24,4,1Y,4,4,1Y,1,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1151,15,15,2,1Y,4,2,1Y,0,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1152,24,24,5,1Y,4,5,1Y,0,4,NA,6
521,1,3pl3:none:DEC:BIsoReg,1153,18,18,3,1Y,4,3,1Y,1,4,NA,6
