array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
833,3,3pl3:Bayes:DEC:Bayes,1827,18,18,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1828,27,27,4,1Y,4,4,1Y,1,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1829,24,24,3,1Y,4,3,1Y,1,4,0.3,6
833,3,3pl3:Bayes:DEC:Bayes,1830,18,18,3,1Y,4,3,1Y,1,4,0.442857142857143,6
833,3,3pl3:Bayes:DEC:Bayes,1831,15,15,3,1Y,4,3,1Y,1,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1832,15,15,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1833,12,12,1,1Y,4,0,1EN,0,4,0.0142857142857143,6
833,3,3pl3:Bayes:DEC:Bayes,1834,15,15,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1835,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:Bayes:DEC:Bayes,1836,18,18,4,1Y,4,4,1Y,1,4,0.3,6
833,3,3pl3:Bayes:DEC:Bayes,1837,18,18,4,1Y,4,0,1EN,0,4,0.0142857142857143,6
833,3,3pl3:Bayes:DEC:Bayes,1838,21,21,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1839,12,12,2,1Y,4,0,1EN,0,4,0.0142857142857143,6
833,3,3pl3:Bayes:DEC:Bayes,1840,27,27,2,1Y,4,2,1Y,0,4,0.3,6
833,3,3pl3:Bayes:DEC:Bayes,1841,18,18,3,1Y,4,3,1Y,1,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1842,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:Bayes:DEC:Bayes,1843,15,15,2,1Y,4,2,1Y,0,4,0.3,6
833,3,3pl3:Bayes:DEC:Bayes,1844,24,24,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1845,18,18,3,1Y,4,3,1Y,1,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1846,15,15,2,1Y,4,2,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1847,21,21,5,1Y,4,5,1Y,0,4,0.157142857142857,6
833,3,3pl3:Bayes:DEC:Bayes,1848,21,21,4,1Y,4,4,1Y,1,4,0.3,6
833,3,3pl3:none:DEC:Bayes,1827,18,18,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1828,27,27,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1829,24,24,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1830,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1831,15,15,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1832,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1833,12,12,1,1Y,4,1,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1834,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1835,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:none:DEC:Bayes,1836,18,18,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1837,18,18,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1838,21,21,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1839,12,12,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1840,27,27,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1841,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1842,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:none:DEC:Bayes,1843,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1844,24,24,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1845,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:Bayes,1846,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1847,21,21,5,1Y,4,5,1Y,0,4,NA,6
833,3,3pl3:none:DEC:Bayes,1848,21,21,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1827,18,18,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1828,27,27,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1829,24,24,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1830,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1831,15,15,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1832,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1833,12,12,1,1Y,4,1,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1834,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1835,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:none:DEC:BIsoReg,1836,18,18,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1837,18,18,4,1Y,4,4,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1838,21,21,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1839,12,12,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1840,27,27,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1841,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1842,6,6,0,1N,4,0,1TN,0,4,NA,0
833,3,3pl3:none:DEC:BIsoReg,1843,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1844,24,24,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1845,18,18,3,1Y,4,3,1Y,1,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1846,15,15,2,1Y,4,2,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1847,21,21,5,1Y,4,5,1Y,0,4,NA,6
833,3,3pl3:none:DEC:BIsoReg,1848,21,21,4,1Y,4,4,1Y,1,4,NA,6
833,3,CRM:Bayes:CRM:Bayes,1827,25,25,3,1Y,4,0,1EN,0,4,0.0733333333333333,14
833,3,CRM:Bayes:CRM:Bayes,1828,25,25,5,1Y,4,0,1EN,0,4,0.0916666666666667,11
833,3,CRM:Bayes:CRM:Bayes,1829,25,25,4,1Y,4,4,1Y,1,4,0.3,6
833,3,CRM:Bayes:CRM:Bayes,1830,25,25,4,1Y,4,0,1EN,0,4,0.11,9
833,3,CRM:Bayes:CRM:Bayes,1831,25,25,3,1Y,4,3,1Y,1,4,0.338095238095238,20
833,3,CRM:Bayes:CRM:Bayes,1832,25,25,4,1Y,4,4,1Y,1,4,0.473333333333333,14
833,3,CRM:Bayes:CRM:Bayes,1833,25,25,4,1Y,4,0,1EN,0,4,0.15,13
833,3,CRM:Bayes:CRM:Bayes,1834,25,25,3,1Y,4,3,1Y,1,4,0.34,14
833,3,CRM:Bayes:CRM:Bayes,1835,25,25,4,1Y,4,4,1Y,1,4,0.22,4
833,3,CRM:Bayes:CRM:Bayes,1836,25,25,4,1Y,4,4,1Y,1,4,0.38125,15
833,3,CRM:Bayes:CRM:Bayes,1837,25,25,4,1Y,4,4,1Y,1,4,0.442857142857143,6
833,3,CRM:Bayes:CRM:Bayes,1838,25,25,3,1Y,4,3,1Y,1,4,0.21,9
833,3,CRM:Bayes:CRM:Bayes,1839,25,25,3,1Y,4,3,1Y,1,4,0.292857142857143,13
833,3,CRM:Bayes:CRM:Bayes,1840,25,25,4,1Y,4,4,1Y,1,4,0.44375,15
833,3,CRM:Bayes:CRM:Bayes,1841,25,25,4,1Y,4,4,1Y,1,4,0.358823529411765,16
833,3,CRM:Bayes:CRM:Bayes,1842,25,25,4,1Y,4,4,1Y,1,4,0.175,11
833,3,CRM:Bayes:CRM:Bayes,1843,25,25,4,1Y,4,0,1EN,0,4,0.0333333333333333,2
833,3,CRM:Bayes:CRM:Bayes,1844,25,25,4,1Y,4,4,1Y,1,4,0.38125,15
833,3,CRM:Bayes:CRM:Bayes,1845,25,25,4,1Y,4,4,1Y,1,4,0.65,13
833,3,CRM:Bayes:CRM:Bayes,1846,25,25,3,1Y,4,0,1EN,0,4,0.15,13
833,3,CRM:Bayes:CRM:Bayes,1847,25,25,4,1Y,4,0,1EN,0,4,0.00833333333333333,11
833,3,CRM:Bayes:CRM:Bayes,1848,25,25,5,1Y,4,5,1Y,0,4,0.273333333333333,14
833,3,CRM:none:CRM:Bayes,1827,25,25,3,1Y,4,3,1Y,1,4,NA,14
833,3,CRM:none:CRM:Bayes,1828,25,25,5,1Y,4,5,1Y,0,4,NA,11
833,3,CRM:none:CRM:Bayes,1829,25,25,4,1Y,4,4,1Y,1,4,NA,6
