array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
543,3,3pl3:Bayes:DEC:Bayes,1189,59,59,3,2Y,4,3,2Y,1,4,0.229032258064516,30
543,3,3pl3:Bayes:DEC:Bayes,1190,50,50,3,2Y,4,0,2EN,0,4,0.145238095238095,41
543,3,3pl3:Bayes:DEC:Bayes,1191,50,50,3,2Y,4,3,2Y,1,4,0.383333333333333,41
543,3,3pl3:Bayes:DEC:Bayes,1192,53,53,3,2Y,4,3,2Y,1,4,0.335714285714286,41
543,3,3pl3:Bayes:DEC:Bayes,1193,56,56,3,2Y,4,3,2Y,1,4,0.273333333333333,14
543,3,3pl3:Bayes:DEC:Bayes,1194,59,59,4,2Y,4,4,2Y,1,4,0.35952380952381,41
543,3,3pl3:Bayes:DEC:Bayes,1195,59,59,4,2Y,4,4,2Y,1,4,0.502380952380952,41
543,3,3pl3:Bayes:DEC:Bayes,1196,56,56,4,2Y,4,4,2Y,1,4,0.35952380952381,41
543,3,3pl3:Bayes:DEC:Bayes,1197,53,53,3,2Y,4,3,2Y,1,4,0.192857142857143,41
543,3,3pl3:Bayes:DEC:Bayes,1198,6,41,0,1TN,4,0,1TN,0,4,NA,0
543,3,3pl3:Bayes:DEC:Bayes,1199,50,50,2,2Y,4,2,2Y,0,4,0.192857142857143,41
543,3,3pl3:Bayes:DEC:Bayes,1200,47,47,2,2Y,4,0,2EN,0,4,0.121428571428571,41
543,3,3pl3:Bayes:DEC:Bayes,1201,44,44,1,2Y,4,0,2EN,0,4,0.0976190476190476,41
543,3,3pl3:Bayes:DEC:Bayes,1202,56,56,3,2Y,4,3,2Y,1,4,0.383333333333333,41
543,3,3pl3:Bayes:DEC:Bayes,1203,18,53,0,1EN,4,0,1EN,0,4,NA,0
543,3,3pl3:Bayes:DEC:Bayes,1204,47,47,1,2Y,4,0,2EN,0,4,0.0976190476190476,41
543,3,3pl3:Bayes:DEC:Bayes,1205,3,38,0,1TN,4,0,1TN,0,4,NA,0
543,3,3pl3:Bayes:DEC:Bayes,1206,56,56,3,2Y,4,3,2Y,1,4,0.35952380952381,41
543,3,3pl3:Bayes:DEC:Bayes,1207,56,56,1,2Y,4,0,2EN,0,4,0.134782608695652,22
543,3,3pl3:Bayes:DEC:Bayes,1208,56,56,3,2Y,4,0,2EN,0,4,0.145238095238095,41
543,3,3pl3:Bayes:DEC:Bayes,1209,56,56,2,2Y,4,2,2Y,0,4,0.196774193548387,30
543,3,3pl3:Bayes:DEC:Bayes,1210,56,56,3,2Y,4,3,2Y,1,4,0.407142857142857,41
543,3,3pl3:none:DEC:Bayes,1189,59,59,2,2Y,4,2,2Y,0,4,0.289285714285714,27
543,3,3pl3:none:DEC:Bayes,1190,50,50,3,2Y,4,3,2Y,1,4,0.311904761904762,41
543,3,3pl3:none:DEC:Bayes,1191,50,50,3,2Y,4,3,2Y,1,4,0.288095238095238,41
543,3,3pl3:none:DEC:Bayes,1192,53,53,3,2Y,4,3,2Y,1,4,0.335714285714286,41
543,3,3pl3:none:DEC:Bayes,1193,56,56,3,2Y,4,3,2Y,1,4,0.473333333333333,14
543,3,3pl3:none:DEC:Bayes,1194,59,59,4,2Y,4,4,2Y,1,4,0.335714285714286,41
543,3,3pl3:none:DEC:Bayes,1195,59,59,4,2Y,4,4,2Y,1,4,0.311904761904762,41
543,3,3pl3:none:DEC:Bayes,1196,56,56,4,2Y,4,4,2Y,1,4,0.264285714285714,41
543,3,3pl3:none:DEC:Bayes,1197,53,53,3,2Y,4,0,2EN,0,4,0.0976190476190476,41
543,3,3pl3:none:DEC:Bayes,1198,6,41,0,1TN,4,0,1TN,0,4,NA,0
543,3,3pl3:none:DEC:Bayes,1199,50,50,2,2Y,4,0,2EN,0,4,0.0976190476190476,41
543,3,3pl3:none:DEC:Bayes,1200,47,47,2,2Y,4,2,2Y,0,4,0.264285714285714,41
543,3,3pl3:none:DEC:Bayes,1201,44,44,1,2Y,4,0,2EN,0,4,0.0976190476190476,41
543,3,3pl3:none:DEC:Bayes,1202,56,56,3,2Y,4,3,2Y,1,4,0.383333333333333,41
543,3,3pl3:none:DEC:Bayes,1203,53,53,4,2Y,4,4,2Y,1,4,0.366666666666667,32
543,3,3pl3:none:DEC:Bayes,1204,47,47,1,2Y,4,0,2EN,0,4,0.121428571428571,41
