array_id,scenario,design,sim_id,n_total_enrolled,n_possible_enrolled,estMTD,estMTDCode,trueMTD,RP2D,RP2DCode,RP2DAcceptable,bestP2D,estEff_at_estMTD,num_at_estMTD
559,9,3pl3:Bayes:DEC:Bayes,1211,47,47,1,2Y,2,1,2Y,0,0,0.27,29
559,9,3pl3:Bayes:DEC:Bayes,1212,12,47,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1213,3,38,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1214,15,50,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1215,9,44,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1216,50,50,2,2Y,2,0,2EN,1,0,0.169047619047619,41
559,9,3pl3:Bayes:DEC:Bayes,1217,6,41,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1218,21,56,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1219,3,38,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1220,47,47,2,2Y,2,2,2Y,0,0,0.264285714285714,41
559,9,3pl3:Bayes:DEC:Bayes,1221,6,41,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1222,6,41,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1223,12,47,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1224,12,47,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1225,44,44,1,2Y,2,0,2EN,1,0,0.0976190476190476,41
559,9,3pl3:Bayes:DEC:Bayes,1226,44,44,1,2Y,2,0,2EN,1,0,0.121428571428571,41
559,9,3pl3:Bayes:DEC:Bayes,1227,9,44,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1228,12,47,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1229,17,44,0,2TN,2,0,2TN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1230,44,44,1,2Y,2,0,2EN,1,0,0.05,41
559,9,3pl3:Bayes:DEC:Bayes,1231,15,50,0,1EN,2,0,1EN,1,0,NA,0
559,9,3pl3:Bayes:DEC:Bayes,1232,3,38,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:none:DEC:Bayes,1211,47,47,1,2Y,2,0,2EN,1,0,0.103333333333333,29
559,9,3pl3:none:DEC:Bayes,1212,47,47,1,2Y,2,0,2EN,1,0,0.121428571428571,41
559,9,3pl3:none:DEC:Bayes,1213,3,38,0,1TN,2,0,1TN,1,0,NA,0
559,9,3pl3:none:DEC:Bayes,1214,50,50,2,2Y,2,0,2EN,1,0,0.05,41
559,9,3pl3:none:DEC:Bayes,1215,44,44,1,2Y,2,0,2EN,1,0,0.05,41
559,9,3pl3:none:DEC:Bayes,1216,50,50,1,2Y,2,0,2EN,1,0,0.00833333333333333,11
559,9,3pl3:none:DEC:Bayes,1217,6,41,0,1TN,2,0,1TN,1,0,NA,0
